Time,Llama-2-7B-GPTQ-fullarticles,Llama-2-70B-GPTQ-headlines,Llama-3-70B-GPTQ-fullarticles,GPT3.5-headlines,Llama-2-70B-GPTQ-fullarticles,finBERT-headlines,Llama-3-8B-GPTQ-fullarticles,Llama-3-70B-GPTQ-headlines,Llama-2-13B-GPTQ-fullarticles,Llama-2-7B-GPTQ-headlines,Llama-2-13b-GGUF-fullarticles,Llama-3-8B-GPTQ-headlines,Llama-2-13B-GPTQ-headlines,Mkt-RF,SMB,HML,RF,Adj Close
2012-05-16,3.5,3.25,4.0,3.75,3.75,2.6067628264427185,3.75,3.5,3.0,3.0,3.0,2.75,3.25,-0.44,-0.16,-0.44,0.0,67.27496337890625
2012-05-17,3.5,4.0,4.0,3.5,3.5,4.233218193054199,3.5,4.0,4.0,3.0,3.5,3.5,3.0,-1.64,-0.48,0.38,0.0,66.85005187988281
2012-05-18,4.0,3.5,4.5,4.0,3.5,2.5124372243881226,3.5,3.5,3.5,3.0,3.5,3.5,3.5,-0.8,-0.13,0.07,0.0,67.09790802001953
2012-05-23,3.0,3.0,3.0,4.0,3.0,4.7633161544799805,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.26,0.5,-0.23,0.0,67.91230773925781
2012-05-24,3.5,3.5,3.5,4.5,3.5,1.7390088737010956,3.0,4.0,2.5,3.0,3.5,3.0,3.0,0.16,-0.03,0.18,0.0,68.1601333618164
2012-05-29,3.0,4.0,3.0,4.0,3.0,2.9980392456054688,1.0,4.0,4.0,3.0,4.0,3.0,3.0,1.14,0.16,-0.02,0.0,68.51423645019531
2012-05-31,3.0,4.0,3.0,4.0,3.0,4.703432083129883,3.0,3.0,3.0,3.0,3.0,4.0,3.0,-0.23,0.16,0.53,0.0,67.59364318847656
2012-06-01,3.0,4.0,3.0,4.0,3.0,2.5571606159210205,1.0,3.0,3.0,4.0,3.0,3.0,3.0,-2.6,-0.53,0.06,0.0,65.64619445800781
2012-06-04,3.0,3.0,3.0,3.0,3.0,2.520080804824829,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.05,0.14,-0.59,0.0,64.26529693603516
2012-06-06,3.0,3.0,4.0,3.0,3.0,2.5174429416656494,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.32,0.04,0.28,0.0,66.85005187988281
2012-06-07,3.0,3.0,3.25,3.25,2.75,2.500905156135559,3.0,3.0,3.5,3.0,3.75,2.5,3.0,-0.1,-0.47,0.21,0.0,67.27496337890625
2012-06-08,4.0,3.0,4.0,3.0,3.0,2.486971855163574,3.0,3.0,4.0,4.0,4.0,3.0,3.0,0.85,0.2,0.05,0.0,67.98310852050781
2012-06-11,3.0,3.0,3.0,4.0,3.0,2.492701530456543,1.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.41,-0.86,-0.1,0.0,67.66444396972656
2012-06-13,3.0,3.0,3.0,3.0,3.0,2.4686458110809326,3.0,3.0,3.0,4.0,3.0,3.0,3.0,-0.77,-0.51,0.27,0.0,68.58504486083984
2012-06-14,3.0,3.5,3.5,3.0,3.0,2.7020914554595947,3.0,3.0,3.5,3.0,3.5,3.0,3.0,1.04,0.19,0.32,0.0,69.82429504394531
2012-06-15,3.0,2.0,3.5,2.5,3.0,1.793571650981903,3.0,3.0,3.0,3.5,3.0,2.5,3.0,1.07,0.09,-0.03,0.0,71.0640869140625
2012-06-18,3.0,3.0,3.5,3.0,3.0,2.4868417978286743,3.0,3.0,3.5,3.0,3.5,3.0,3.0,0.21,0.12,-0.87,0.0,70.1757583618164
2012-06-20,3.0,3.0,4.0,3.0,3.0,2.4948129653930664,3.0,3.0,4.0,3.0,3.0,3.0,3.0,-0.14,-0.11,0.17,0.0,71.41940307617188
2012-06-21,3.5,3.0,3.5,3.0,4.0,2.466270089149475,2.0,3.0,4.0,3.0,4.0,3.0,3.0,-2.26,-0.19,0.18,0.0,70.13736724853516
2012-06-25,3.0,3.0,1.0,2.0,2.0,0.6697404384613037,1.0,3.0,3.0,4.0,4.0,3.0,3.0,-1.63,0.1,-0.28,0.0,70.10145568847656
2012-06-26,3.0,3.3333333333333335,3.3333333333333335,3.0,3.3333333333333335,2.8920366764068604,3.0,3.0,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.0,3.0,0.52,-0.11,0.03,0.0,71.10698699951172
2012-06-28,3.0,3.0,3.0,4.0,3.0,2.6880598068237305,3.0,3.0,3.0,3.0,4.0,3.0,3.0,-0.24,0.19,0.31,0.0,72.54351806640625
2012-07-02,3.0,3.0,3.0,4.0,3.0,2.7282228469848633,2.0,4.0,3.0,3.0,3.0,3.0,3.0,0.33,0.73,-0.06,0.0,73.5849838256836
2012-07-06,3.0,3.0,3.0,3.0,3.0,2.8595887422561646,3.0,3.0,3.0,3.0,3.0,2.0,3.0,-0.99,-0.38,0.39,0.0,71.82525634765625
2012-07-10,3.0,5.0,3.0,5.0,1.0,2.608144044876098,3.0,5.0,4.0,4.0,3.0,4.0,4.0,-0.84,-0.36,0.33,0.0,70.46056365966797
2012-07-11,3.0,3.5,3.0,4.0,3.0,2.706299662590027,3.0,3.0,2.5,3.5,2.5,3.0,3.0,-0.09,-0.41,0.78,0.0,70.67606353759766
2012-07-12,3.0,4.0,4.0,4.0,4.0,2.7505075931549072,4.0,4.0,3.0,3.0,4.0,3.0,3.0,-0.5,0.25,-0.72,0.0,69.81415557861328
2012-07-16,3.3333333333333335,2.3333333333333335,2.6666666666666665,2.6666666666666665,3.0,2.298654794692993,2.0,2.3333333333333335,3.0,3.0,3.3333333333333335,2.3333333333333335,2.6666666666666665,-0.31,-0.37,-0.2,0.0,70.35285186767578
2012-07-19,3.3333333333333335,3.0,3.6666666666666665,3.3333333333333335,3.0,2.5245093504587808,3.0,2.6666666666666665,3.0,3.3333333333333335,3.0,2.0,3.0,0.27,-0.37,-0.95,0.0,71.10698699951172
2012-07-20,3.0,2.6666666666666665,3.0,2.8333333333333335,2.8333333333333335,1.7107420365015666,2.8333333333333335,2.6666666666666665,3.0,3.1666666666666665,3.0,2.5,2.8333333333333335,-1.06,-0.36,0.08,0.0,71.35838317871094
2012-07-23,3.0,2.6666666666666665,3.3333333333333335,2.6666666666666665,3.3333333333333335,1.638966013987859,2.6666666666666665,2.3333333333333335,3.3333333333333335,3.0,3.0,2.6666666666666665,2.6666666666666665,-1.02,-0.68,0.19,0.0,72.1484603881836
2012-07-24,3.0,2.0,3.0,2.0,3.0,2.338451385498047,3.0,3.0,3.0,3.0,3.0,1.0,3.0,-0.99,-0.57,0.3,0.0,71.7175064086914
2012-07-26,3.0,3.0,4.0,4.0,4.0,2.7198851108551025,3.0,5.0,3.0,4.0,3.0,4.0,3.0,1.53,-0.88,0.34,0.0,73.83635711669922
2012-07-27,3.0,3.0,4.0,3.5,3.5,3.239376425743103,3.5,3.5,3.5,4.0,3.5,3.0,3.0,1.96,0.55,0.07,0.0,75.12921905517578
2012-07-30,3.0,3.0,4.0,3.0,3.0,2.4596590995788574,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.13,-0.4,0.23,0.0,74.69825744628906
2012-08-01,3.0,3.0,3.0,2.0,3.0,1.3563876152038574,1.0,1.5,3.5,3.0,3.0,1.5,3.0,-0.5,-1.58,0.36,0.0,74.44688415527344
2012-08-02,3.0,4.0,3.0,4.0,3.0,4.663187026977539,3.0,3.0,3.0,3.0,3.0,4.0,3.0,-0.69,0.28,-0.34,0.0,73.69271850585938
2012-08-06,3.3333333333333335,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.0,2.5134525299072266,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.0,0.34,0.57,0.02,0.0,75.30879974365234
2012-08-07,3.0,4.0,3.0,4.0,3.0,2.694953441619873,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.64,0.34,0.08,0.0,75.84747314453125
2012-08-09,4.0,3.0,3.0,4.0,3.0,2.563038110733032,3.0,3.0,4.0,4.0,4.0,3.0,3.0,0.12,0.36,0.04,0.0,75.63200378417969
2012-08-10,3.0,3.0,4.0,4.0,3.0,2.7198851108551025,3.0,5.0,4.0,4.0,4.0,4.0,3.0,0.17,-0.35,-0.05,0.0,75.7756576538086
2012-08-14,3.0,3.0,2.0,3.0,3.0,2.671067714691162,1.0,4.0,3.0,3.0,3.0,3.0,3.0,-0.03,-0.43,-0.03,0.0,75.2010269165039
2012-08-15,3.0,3.5,4.0,3.5,3.5,2.6697999238967896,3.5,4.0,3.5,3.5,4.0,3.0,3.0,0.27,0.73,-0.06,0.0,75.27288055419922
2012-08-16,3.5,3.5,3.5,4.5,3.5,3.9116294384002686,2.5,3.5,3.5,4.0,3.5,3.0,3.0,0.75,0.45,-0.16,0.0,75.5960693359375
2012-08-17,4.0,3.0,4.0,3.0,4.0,2.718076229095459,4.0,3.0,4.0,4.0,4.0,3.0,3.0,0.27,0.61,0.11,0.0,75.41650390625
2012-08-20,3.0,3.0,3.0,3.0,3.0,1.8441075086593628,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.06,-0.47,0.58,0.0,75.16511535644531
2012-08-21,3.0,3.0,2.0,3.0,3.0,2.5207090377807617,2.0,3.0,3.0,4.0,3.0,3.0,3.0,-0.31,0.1,0.43,0.0,74.87784576416016
2012-08-22,3.0,3.0,3.0,3.0,3.0,2.5314507484436035,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,-0.43,-0.35,0.0,74.62644958496094
2012-08-23,3.0,3.0,3.0,4.0,3.0,3.6365102529525757,3.0,3.0,3.5,3.0,3.5,2.0,3.0,-0.78,0.0,-0.35,0.0,74.12366485595703
2012-08-29,3.0,3.0,3.5,2.5,3.0,1.976873755455017,3.0,3.0,3.0,3.0,3.0,2.5,3.0,0.15,0.25,0.11,0.0,74.77007293701172
2012-08-30,3.3333333333333335,3.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,2.7482847372690835,2.3333333333333335,3.3333333333333335,3.3333333333333335,3.0,3.0,3.0,3.0,-0.8,-0.44,-0.04,0.0,74.12366485595703
2012-08-31,4.0,3.5,3.5,4.5,3.5,3.84490168094635,3.5,4.0,4.0,3.5,4.0,3.5,3.0,0.52,-0.1,-0.03,0.0,74.37505340576172
2012-09-05,3.5,3.5,3.0,3.5,4.0,2.7058589458465576,2.5,3.0,4.0,4.0,4.0,3.0,3.0,-0.05,-0.09,0.36,0.0,74.1595687866211
2012-09-06,3.0,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.0,2.5845929781595864,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.0,2.07,-0.13,0.33,0.0,76.52979278564453
2012-09-07,3.0,3.0,2.5,3.0,3.5,2.430623769760132,2.0,3.0,3.5,3.0,4.0,3.0,3.0,0.45,-0.04,0.76,0.0,77.53536224365234
2012-09-11,3.0,3.0,3.0,4.0,3.0,2.640541076660156,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.28,0.0,0.51,0.0,77.53536224365234
2012-09-12,3.0,3.0,4.0,3.5,3.5,3.706771731376648,3.5,3.0,3.5,3.0,3.5,3.0,3.0,0.27,0.14,0.28,0.0,78.61271667480469
2012-09-14,3.0,3.0,3.3333333333333335,3.0,3.0,2.2250279585520425,3.0,3.0,3.3333333333333335,3.6666666666666665,3.3333333333333335,2.3333333333333335,3.0,0.54,0.51,0.46,0.0,79.40282440185547
2012-09-17,3.0,3.0,4.0,3.0,4.0,2.485355854034424,1.0,3.0,4.0,3.0,4.0,3.0,3.0,-0.42,-0.16,-0.71,0.0,79.18734741210938
2012-09-18,3.0,3.0,4.0,4.0,4.0,2.7198851108551025,4.0,5.0,4.0,4.0,4.0,4.0,3.0,-0.15,0.0,-0.22,0.0,79.86967468261719
2012-09-19,3.0,4.0,4.0,3.5,3.5,3.511133551597595,3.5,4.5,3.0,3.0,3.5,3.5,3.0,0.18,-0.14,0.03,0.0,80.552001953125
2012-09-20,3.0,3.0,3.0,3.0,3.0,2.701000213623047,3.0,3.0,3.0,4.0,3.0,1.0,3.0,-0.13,-0.43,-0.12,0.0,81.3243408203125
2012-09-21,3.0,3.5,3.5,3.5,3.0,3.0737907886505127,3.5,3.0,3.0,3.0,3.0,3.0,3.0,0.04,0.5,-0.01,0.0,81.68688201904297
2012-09-24,3.0,3.3333333333333335,4.0,3.6666666666666665,3.6666666666666665,2.623731851577759,3.6666666666666665,4.0,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.0,3.0,-0.26,-0.18,0.35,0.0,81.07051849365234
2012-09-26,3.0,1.0,4.0,1.0,3.0,0.3529016673564911,3.0,2.0,2.0,3.0,2.0,2.0,3.0,-0.57,-0.03,0.01,0.0,80.12783813476562
2012-09-27,3.0,3.75,4.0,3.5,3.5,2.6620237827301025,3.5,3.75,3.5,3.25,3.5,2.25,3.0,0.99,0.23,-0.13,0.0,82.41204071044922
2012-10-01,3.0,3.0,3.0,3.0,3.0,2.5361952781677246,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.26,0.08,0.22,0.0,82.70207977294922
2012-10-02,4.0,3.5,3.5,4.0,3.0,2.6262391805648804,2.5,3.0,3.5,3.0,3.0,3.0,3.0,0.1,-0.15,0.25,0.0,82.62957763671875
2012-10-03,4.0,3.0,2.0,4.0,2.0,2.7198851108551025,4.0,5.0,3.0,4.0,3.0,4.0,3.0,0.36,-0.64,-0.03,0.0,83.06466674804688
2012-10-04,3.5,3.5,4.0,3.0,3.5,2.131053626537323,3.0,3.5,3.0,3.5,3.5,3.5,3.0,0.76,-0.21,0.7,0.0,83.20967864990234
2012-10-05,3.0,3.0,4.0,3.0,2.0,2.5357017517089844,4.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.03,-0.16,0.23,0.0,83.82606506347656
2012-10-08,3.0,3.5,3.0,3.0,3.0,2.5903537273406982,2.0,3.5,3.0,3.0,3.0,3.0,3.0,-0.36,-0.24,0.19,0.0,83.10091400146484
2012-10-09,3.6666666666666665,3.6666666666666665,3.6666666666666665,4.0,3.3333333333333335,3.288398265838623,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.3333333333333335,2.6666666666666665,3.3333333333333335,-1.05,-0.31,0.33,0.0,82.0132064819336
2012-10-10,3.0,3.0,3.0,3.0,3.0,2.5035219192504883,2.0,3.0,2.0,3.0,2.0,3.0,3.0,-0.58,0.41,0.28,0.0,81.3243408203125
2012-10-11,3.0,3.0,3.0,2.0,3.0,2.3564741611480713,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.11,0.25,0.62,0.0,81.61437225341797
2012-10-12,3.5,3.5,4.5,4.5,3.5,3.4617401361465454,3.5,4.0,3.5,3.5,3.5,3.5,3.5,-0.34,-0.3,-0.87,0.0,81.50563049316406
2012-10-16,2.5,3.5,2.5,4.0,3.0,3.0073970556259155,3.0,4.5,2.5,3.5,2.5,3.5,3.0,1.0,-0.24,-0.22,0.0,82.0857162475586
2012-10-18,3.0,3.0,4.0,4.0,3.0,2.7012553215026855,3.5,3.5,3.5,3.5,3.0,3.0,3.0,-0.31,-0.59,0.24,0.0,82.70207977294922
2012-10-19,3.25,3.0,2.0,2.75,2.25,1.920652363449335,1.875,2.75,2.875,3.25,2.75,2.625,3.0,-1.68,-0.41,0.46,0.0,79.87405395507812
2012-10-22,3.3333333333333335,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.2078872521718345,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.01,-0.05,0.18,0.0,78.67756652832031
2012-10-23,3.0,3.25,2.5,3.0,2.75,1.929159663617611,2.75,3.0,3.25,3.5,3.0,3.0,3.0,-1.29,0.99,-0.49,0.0,77.15479278564453
2012-10-24,2.5,3.0,3.0,3.0,3.0,2.547800660133362,3.5,3.0,3.0,3.0,3.0,3.0,3.0,-0.28,-0.13,0.41,0.0,77.082275390625
2012-10-25,3.0,3.0,3.3333333333333335,3.0,3.0,2.3859198093414307,3.0,3.0,3.3333333333333335,3.0,3.0,3.0,3.0,0.27,0.2,0.03,0.0,77.082275390625
2012-10-26,2.5,4.0,3.5,4.0,3.5,4.237080812454224,2.0,3.5,2.5,3.5,3.0,3.0,3.0,-0.07,-0.13,-0.43,0.0,76.53839874267578
2012-11-01,3.5,3.5,3.5,4.0,3.5,2.238437235355377,3.0,3.5,3.5,3.5,3.5,3.0,3.0,1.19,0.18,0.14,0.0,77.37235260009766
2012-11-02,3.0,2.5,3.0,1.5,3.0,1.5683189183473587,2.0,1.5,3.0,3.0,4.0,1.5,2.5,-1.04,-0.54,0.24,0.0,77.2635498046875
2012-11-05,3.0,4.0,4.0,4.0,4.0,2.630482912063598,4.0,5.0,4.0,3.0,4.0,4.0,3.0,0.28,0.43,-0.22,0.0,77.6261215209961
2012-11-06,3.0,2.5,3.0,2.5,3.0,1.7571796178817751,2.0,3.0,3.0,3.5,3.0,1.0,3.0,0.8,-0.07,0.53,0.0,78.27873992919922
2012-11-07,3.5,3.0,2.5,3.5,3.5,3.177037239074707,2.5,3.0,4.0,3.5,4.0,3.0,3.0,-2.31,-0.03,-1.34,0.0,76.6109390258789
2012-11-08,3.0,3.0,3.0,2.0,3.0,1.706735134124756,3.0,3.0,3.0,3.0,3.0,1.0,3.0,-1.24,-0.26,0.44,0.0,75.74076080322266
2012-11-09,3.0,1.6666666666666667,3.3333333333333335,2.3333333333333335,3.0,1.0673985679944356,3.3333333333333335,1.6666666666666667,3.0,3.0,3.0,1.6666666666666667,3.0,0.15,0.01,-0.11,0.0,76.13957977294922
2012-11-12,3.0,3.0,4.0,3.0,3.0,0.2708721160888672,3.0,3.0,2.0,3.0,4.0,3.0,3.0,0.0,-0.16,0.02,0.0,75.74076080322266
2012-11-15,3.0,3.0,3.5,3.0,3.5,3.1932420134544373,3.0,3.0,2.5,3.0,3.0,2.0,3.0,-0.24,-0.41,0.22,0.0,72.73143768310547
2012-11-16,3.5,3.0,3.5,2.5,4.0,2.6440027952194214,1.5,2.5,3.0,3.0,3.0,2.5,3.0,0.58,0.06,0.07,0.0,73.0577621459961
2012-11-19,3.0,3.5,4.0,3.5,3.5,3.051801562309265,3.0,3.5,3.5,3.0,3.5,3.0,3.0,1.98,0.23,-0.06,0.0,74.9068603515625
2012-11-20,3.1666666666666665,3.3333333333333335,3.3333333333333335,3.5,2.8333333333333335,3.0031813780466714,3.0,3.5,2.8333333333333335,3.5,2.8333333333333335,3.0,3.0,0.11,-0.06,0.17,0.0,74.76181030273438
2012-11-21,3.0,3.0,3.5,3.0,3.5,2.4647291898727417,3.0,3.0,3.5,3.0,3.0,3.0,3.0,0.31,0.37,-0.15,0.0,74.9793701171875
2012-11-23,4.0,3.5,4.0,3.5,3.5,2.5130465030670166,3.5,3.5,3.5,3.0,3.5,3.0,3.0,1.28,-0.16,0.08,0.0,76.28461456298828
2012-11-26,3.2,3.4,3.6,3.6,3.4,1.71261785030365,2.8,3.4,3.2,3.4,3.4,3.2,3.2,-0.14,0.54,-0.18,0.0,76.35713195800781
2012-11-29,3.0,3.5,3.5,3.0,3.5,2.373915672302246,2.0,3.5,2.0,3.5,3.5,3.0,3.0,0.54,0.7,0.0,0.0,76.6109390258789
2012-11-30,2.6666666666666665,3.3333333333333335,2.3333333333333335,3.3333333333333335,3.0,1.865543246269226,2.3333333333333335,3.0,3.3333333333333335,3.0,3.3333333333333335,3.0,3.0,0.02,-0.16,0.28,0.0,76.6109390258789
2012-12-05,3.0,4.0,3.0,4.0,3.0,2.5845327377319336,2.0,3.0,3.0,4.0,3.0,3.0,3.0,0.17,-0.68,0.88,0.001,76.97351837158203
2012-12-06,3.0,4.0,3.0,4.0,3.0,2.650994300842285,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.31,-0.17,-0.11,0.001,77.4811019897461
2012-12-07,3.5,3.5,3.75,3.75,3.25,3.0162277817726135,3.25,4.0,3.0,3.25,3.25,3.0,3.25,0.27,-0.41,0.29,0.001,77.80740356445312
2012-12-10,3.0,3.0,3.5,3.0,3.0,2.4619051218032837,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.11,0.45,-0.05,0.001,77.55360412597656
2012-12-12,3.0,4.0,2.0,4.0,3.0,2.898455858230591,1.0,3.0,3.0,3.0,3.0,4.0,3.0,-0.02,-0.72,0.52,0.001,78.96761322021484
2012-12-13,4.0,3.0,3.0,4.0,3.0,2.8279755115509033,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.58,0.09,0.07,0.001,78.38751983642578
2012-12-14,3.0,3.5,4.0,3.5,3.5,2.57236547768116,3.0,3.5,3.0,3.0,3.0,3.0,3.5,-0.34,0.29,0.23,0.001,78.38751983642578
2012-12-17,3.0,3.0,2.0,2.5,3.0,2.5681713819503784,2.5,3.0,3.0,3.0,3.0,2.0,3.0,1.16,-0.07,0.62,0.001,79.51146697998047
2012-12-18,3.0,2.6666666666666665,2.3333333333333335,3.0,3.0,1.8130728900432587,2.3333333333333335,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.6666666666666665,2.6666666666666665,1.2,0.3,0.08,0.001,78.64131927490234
2012-12-19,3.3333333333333335,2.6666666666666665,2.0,2.6666666666666665,2.3333333333333335,1.2716712554295857,1.6666666666666667,2.6666666666666665,3.0,3.3333333333333335,3.0,2.3333333333333335,3.0,-0.6,0.61,0.27,0.001,76.17584991455078
2012-12-24,3.6666666666666665,3.3333333333333335,4.0,4.333333333333333,3.6666666666666665,2.5815863609313965,3.0,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.0,-0.24,-0.19,-0.02,0.001,76.35212707519531
2012-12-26,2.5,3.0,1.0,2.5,2.5,1.1584827601909637,2.5,2.5,3.5,3.0,2.5,2.0,3.0,-0.54,-0.19,0.31,0.001,76.16876220703125
2012-12-27,3.5,3.0,3.5,4.5,3.5,2.985546827316284,2.5,3.0,3.5,3.5,3.0,3.0,3.0,-0.11,0.0,-0.13,0.001,75.87537384033203
2012-12-31,3.0,4.0,3.0,4.0,3.0,2.0588600635528564,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.71,0.39,-0.12,0.001,76.97554016113281
2013-01-02,3.0,3.0,4.0,3.0,3.0,2.5351881980895996,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.62,0.15,0.38,0.0,78.25911712646484
2013-01-03,3.0,3.3333333333333335,3.0,3.3333333333333335,3.3333333333333335,2.854274113972982,3.0,3.0,3.0,3.3333333333333335,3.3333333333333335,3.0,3.3333333333333335,-0.14,0.11,0.04,0.0,77.3789291381836
2013-01-04,3.0,3.0,3.0,4.0,4.0,2.304516553878784,3.0,3.0,4.0,3.0,4.0,3.0,3.0,0.55,0.12,0.36,0.0,77.74567413330078
2013-01-07,4.0,4.0,3.0,4.0,3.0,2.59220027923584,3.0,4.0,3.0,3.0,4.0,3.0,3.0,-0.31,-0.1,-0.35,0.0,77.48897552490234
2013-01-09,3.0,2.3333333333333335,3.0,2.3333333333333335,3.0,1.5562892258167267,2.0,2.6666666666666665,3.3333333333333335,3.0,3.3333333333333335,1.6666666666666667,3.0,0.34,0.27,-0.4,0.0,76.828857421875
2013-01-11,3.0,3.0,4.0,3.0,2.0,2.494776725769043,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.02,0.09,-0.43,0.0,77.48897552490234
2013-01-14,3.0,4.0,4.0,4.0,3.0,3.20084285736084,3.0,4.0,3.0,3.0,3.0,3.0,3.0,-0.06,0.03,-0.05,0.0,77.45230865478516
2013-01-15,3.25,2.75,3.0,3.25,3.5,1.5147332027554512,3.25,3.0,3.0,3.0,3.25,3.0,3.0,0.19,0.23,0.0,0.0,77.74567413330078
2013-01-16,3.0,3.0,4.0,3.0,3.0,2.6104140281677246,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.04,-0.26,0.23,0.0,77.45230865478516
2013-01-17,3.0,3.0,4.0,3.0,3.0,2.471524477005005,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.61,0.42,-0.1,0.0,78.11241912841797
2013-01-18,3.4,3.4,4.4,3.4,3.6,2.535128450393677,3.4,3.6,3.4,3.4,3.4,3.0,3.0,0.29,0.03,-0.09,0.0,80.82616424560547
2013-01-22,3.3333333333333335,3.0,3.6666666666666665,3.0,3.3333333333333335,2.4385573069254556,3.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.3333333333333335,3.0,0.48,0.16,0.44,0.0,80.71615600585938
2013-01-23,3.0,4.0,4.0,4.0,4.0,4.049816131591797,3.0,4.0,3.0,3.0,4.0,4.0,3.0,0.1,-0.31,-0.13,0.0,80.45942687988281
2013-01-24,3.0,3.0,3.0,2.0,3.0,0.4597163200378418,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.09,0.29,0.04,0.0,80.86285400390625
